subclass_id_label,AllenRegionRate,AllenRegionRateTop3,MajorRegionRate,MajorRegionRateTop3
166 MRN Pou3f1 C1ql4 Glut,MB:0.70096463022508;TH:0.29903536977492,MB:0.70096463022508;TH:0.29903536977492;,MB:0.70096463022508;TH:0.29903536977492,MB:0.70096463022508;TH:0.29903536977492;
167 PRC-PAG Tcf7l2 Irx2 Glut,TH:0.500211595429539;MB:0.462547608971646;HY:0.0279305966991113;HY LZ:0.00804062632247144;CNU:0.000423190859077444;HB:0.000423190859077444;STR:0.000423190859077444,TH:0.500211595429539;MB:0.462547608971646;HY:0.0279305966991113,TH:0.500211595429539;MB:0.462547608971646;HY:0.0359712230215827;CNU:0.000423190859077444;HB:0.000423190859077444;STR:0.000423190859077444,TH:0.500211595429539;MB:0.462547608971646;HY:0.0359712230215827
168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,TH:0.845652173913043;MB:0.0836317135549872;HY:0.0593350383631714;HY LZ:0.00754475703324808;CNU:0.0030690537084399;STR:0.000383631713554987;PONS:0.000255754475703325;MY:0.000127877237851662,TH:0.845652173913043;MB:0.0836317135549872;HY:0.0593350383631714,TH:0.845652173913043;MB:0.0836317135549872;HY:0.0668797953964194;CNU:0.0030690537084399;STR:0.000383631713554987;Pons:0.000255754475703325;MY:0.000127877237851662,TH:0.845652173913043;MB:0.0836317135549872;HY:0.0668797953964194
169 PAG-SC Pou4f1 Zic1 Glut,MB:0.984028393966282;TH:0.0150842945874002;MY:0.000443655723158829;PONS:0.000443655723158829,MB:0.984028393966282;TH:0.0150842945874002;MY:0.000443655723158829,MB:0.984028393966282;TH:0.0150842945874002;MY:0.000443655723158829;Pons:0.000443655723158829,MB:0.984028393966282;TH:0.0150842945874002;MY:0.000443655723158829
170 PAG-MRN Tfap2b Glut,MB:0.962443946188341;TH:0.0297085201793722;PONS:0.00448430493273543;HY:0.00168161434977578;MY:0.00112107623318386;CB:0.000560538116591928,MB:0.962443946188341;TH:0.0297085201793722;PONS:0.00448430493273543,MB:0.962443946188341;TH:0.0297085201793722;Pons:0.00448430493273543;HY:0.00168161434977578;MY:0.00112107623318386;CB:0.000560538116591928,MB:0.962443946188341;TH:0.0297085201793722;Pons:0.00448430493273543
171 PAG Pou4f1 Bnc2 Glut,MB:0.981632653061224;TH:0.0163265306122449;PONS:0.00204081632653061,MB:0.981632653061224;TH:0.0163265306122449;PONS:0.00204081632653061,MB:0.981632653061224;TH:0.0163265306122449;Pons:0.00204081632653061,MB:0.981632653061224;TH:0.0163265306122449;Pons:0.00204081632653061
172 PAG Pou4f1 Ebf2 Glut,MB:0.9949252889766;TH:0.0036650690724556;HY LZ:0.000845785170566676;HY:0.000281928390188892;PONS:0.000281928390188892,MB:0.9949252889766;TH:0.0036650690724556;HY LZ:0.000845785170566676,MB:0.9949252889766;TH:0.0036650690724556;HY:0.00112771356075557;Pons:0.000281928390188892,MB:0.9949252889766;TH:0.0036650690724556;HY:0.00112771356075557
173 PAG Pou4f2 Glut,MB:0.998157248157248;PONS:0.000614250614250614;TH:0.000614250614250614;CNU:0.000307125307125307;HY LZ:0.000307125307125307,MB:0.998157248157248;PONS:0.000614250614250614;TH:0.000614250614250614,MB:0.998157248157248;Pons:0.000614250614250614;TH:0.000614250614250614;CNU:0.000307125307125307;HY:0.000307125307125307,MB:0.998157248157248;Pons:0.000614250614250614;TH:0.000614250614250614
174 PAG Pou4f2 Mesi2 Glut,MB:1,MB:1;;,MB:1,MB:1;;
175 SC Bnc2 Glut,MB:1,MB:1;;,MB:1,MB:1;;
176 SCig Foxb1 Glut,MB:0.996192893401015;TH:0.00348984771573604;PONS:0.000317258883248731,MB:0.996192893401015;TH:0.00348984771573604;PONS:0.000317258883248731,MB:0.996192893401015;TH:0.00348984771573604;Pons:0.000317258883248731,MB:0.996192893401015;TH:0.00348984771573604;Pons:0.000317258883248731
177 SCig-an-PPT Foxb1 Glut,MB:0.976056338028169;TH:0.023943661971831,MB:0.976056338028169;TH:0.023943661971831;,MB:0.976056338028169;TH:0.023943661971831,MB:0.976056338028169;TH:0.023943661971831;
178 SCig Foxb1 Otx2 Glut,MB:1,MB:1;;,MB:1,MB:1;;
179 SCdg-PAG Tfap2b Glut,MB:0.99883855981417;PONS:0.00116144018583043,MB:0.99883855981417;PONS:0.00116144018583043;,MB:0.99883855981417;Pons:0.00116144018583043,MB:0.99883855981417;Pons:0.00116144018583043;
180 SCiw Pitx2 Glut,MB:0.987777274784971;TH:0.00362154821186057;MY:0.003168854685378;PONS:0.00181077410593029;HB:0.00135808057944771;HY:0.00135808057944771;HY LZ:0.000452693526482571;PL-ILA-ORB:0.000452693526482571,MB:0.987777274784971;TH:0.00362154821186057;MY:0.003168854685378,MB:0.987777274784971;TH:0.00362154821186057;MY:0.003168854685378;HY:0.00181077410593029;Pons:0.00181077410593029;HB:0.00135808057944771;Isocortex:0.000452693526482571,MB:0.987777274784971;TH:0.00362154821186057;MY:0.003168854685378
181 IC Tfap2d Maf Glut,MB:0.988688552474911;TH:0.00927028406191529;PONS:0.00110563020921926;CB:0.000850484776322504;MY:8.50484776322504e-05,MB:0.988688552474911;TH:0.00927028406191529;PONS:0.00110563020921926,MB:0.988688552474911;TH:0.00927028406191529;Pons:0.00110563020921926;CB:0.000850484776322504;MY:8.50484776322504e-05,MB:0.988688552474911;TH:0.00927028406191529;Pons:0.00110563020921926
182 CUN-PPN Evx2 Meis2 Glut,MB:0.711038961038961;PONS:0.262987012987013;MB-PONS:0.0194805194805195;HY LZ:0.00216450216450216;MY:0.00216450216450216;CB:0.00108225108225108;HB:0.00108225108225108,MB:0.711038961038961;PONS:0.262987012987013;MB-PONS:0.0194805194805195,MB:0.711038961038961;Pons:0.262987012987013;MB-PONS:0.0194805194805195;HY:0.00216450216450216;MY:0.00216450216450216;CB:0.00108225108225108;HB:0.00108225108225108,MB:0.711038961038961;Pons:0.262987012987013;MB-PONS:0.0194805194805195
183 PBG Mtnr1a Glut-Chol,PONS:0.666666666666667;MB:0.333333333333333,PONS:0.666666666666667;MB:0.333333333333333;,Pons:0.666666666666667;MB:0.333333333333333,Pons:0.666666666666667;MB:0.333333333333333;
184 PAG Tcf24 Glut,MB:0.916666666666667;TH:0.0833333333333333,MB:0.916666666666667;TH:0.0833333333333333;,MB:0.916666666666667;TH:0.0833333333333333,MB:0.916666666666667;TH:0.0833333333333333;
185 SCig Tfap2b Chrnb3 Glut,MB:0.994718309859155;HY LZ:0.00176056338028169;PONS:0.00176056338028169;TH:0.00176056338028169,MB:0.994718309859155;HY LZ:0.00176056338028169;PONS:0.00176056338028169,MB:0.994718309859155;HY:0.00176056338028169;Pons:0.00176056338028169;TH:0.00176056338028169,MB:0.994718309859155;HY:0.00176056338028169;Pons:0.00176056338028169
186 SCop Pou4f2 Neurod2 Glut,MB:0.997536945812808;PONS:0.00246305418719212,MB:0.997536945812808;PONS:0.00246305418719212;,MB:0.997536945812808;Pons:0.00246305418719212,MB:0.997536945812808;Pons:0.00246305418719212;
187 SCsg Pde5a Glut,MB:0.999327052489906;PONS:0.000672947510094213,MB:0.999327052489906;PONS:0.000672947510094213;,MB:0.999327052489906;Pons:0.000672947510094213,MB:0.999327052489906;Pons:0.000672947510094213;
188 SCop Sln Glut,MB:1,MB:1;;,MB:1,MB:1;;
189 PAG Ucn Glut,MB:0.909090909090909;TH:0.0909090909090909,MB:0.909090909090909;TH:0.0909090909090909;,MB:0.909090909090909;TH:0.0909090909090909,MB:0.909090909090909;TH:0.0909090909090909;
190 ND-INC Foxd2 Glut,MB:0.817460317460317;TH:0.0952380952380952;HY LZ:0.0634920634920635;PONS:0.0158730158730159;HY:0.00793650793650794,MB:0.817460317460317;TH:0.0952380952380952;HY LZ:0.0634920634920635,MB:0.817460317460317;TH:0.0952380952380952;HY:0.0714285714285714;Pons:0.0158730158730159,MB:0.817460317460317;TH:0.0952380952380952;HY:0.0714285714285714
191 PAG-MRN Rln3 Gaba,MB:0.902654867256637;TH:0.079646017699115;HB:0.00884955752212389;MB-PONS:0.00884955752212389,MB:0.902654867256637;TH:0.079646017699115;HB:0.00884955752212389,MB:0.902654867256637;TH:0.079646017699115;HB:0.00884955752212389;MB-PONS:0.00884955752212389,MB:0.902654867256637;TH:0.079646017699115;HB:0.00884955752212389
192 PPN-CUN-PCG Otp En1 Gaba,PONS:0.613496932515337;MB:0.294478527607362;MB-PONS:0.0797546012269939;CB:0.00408997955010225;HB:0.00408997955010225;HY LZ:0.00204498977505112;TH:0.00204498977505112,PONS:0.613496932515337;MB:0.294478527607362;MB-PONS:0.0797546012269939,Pons:0.613496932515337;MB:0.294478527607362;MB-PONS:0.0797546012269939;CB:0.00408997955010225;HB:0.00408997955010225;HY:0.00204498977505112;TH:0.00204498977505112,Pons:0.613496932515337;MB:0.294478527607362;MB-PONS:0.0797546012269939
193 MRN-PPN-CUN Pax8 Gaba,MB:0.952380952380952;PONS:0.0317460317460317;HY:0.00529100529100529;MB-PONS:0.00529100529100529;MY:0.00529100529100529,MB:0.952380952380952;PONS:0.0317460317460317;HY:0.00529100529100529,MB:0.952380952380952;Pons:0.0317460317460317;HY:0.00529100529100529;MB-PONS:0.00529100529100529;MY:0.00529100529100529,MB:0.952380952380952;Pons:0.0317460317460317;HY:0.00529100529100529
194 MRN-VTN-PPN Pax5 Cdh23 Gaba,MB:0.922310756972112;PONS:0.0677290836653386;HY LZ:0.00398406374501992;MB-PONS:0.00398406374501992;MY:0.00199203187250996,MB:0.922310756972112;PONS:0.0677290836653386;HY LZ:0.00398406374501992,MB:0.922310756972112;Pons:0.0677290836653386;HY:0.00398406374501992;MB-PONS:0.00398406374501992;MY:0.00199203187250996,MB:0.922310756972112;Pons:0.0677290836653386;HY:0.00398406374501992
195 SNr-VTA Pax5 Npas1 Gaba,MB:0.984848484848485;MY:0.00505050505050505;PONS:0.00505050505050505;STR:0.00505050505050505,MB:0.984848484848485;MY:0.00505050505050505;PONS:0.00505050505050505,MB:0.984848484848485;MY:0.00505050505050505;Pons:0.00505050505050505;STR:0.00505050505050505,MB:0.984848484848485;MY:0.00505050505050505;Pons:0.00505050505050505
196 PAG-PPN Pax5 Sox21 Gaba,MB:0.98576512455516;PONS:0.0130486358244365;MB-PONS:0.00118623962040332,MB:0.98576512455516;PONS:0.0130486358244365;MB-PONS:0.00118623962040332,MB:0.98576512455516;Pons:0.0130486358244365;MB-PONS:0.00118623962040332,MB:0.98576512455516;Pons:0.0130486358244365;MB-PONS:0.00118623962040332
197 SNr Six3 Gaba,MB:0.994318181818182;PONS:0.00426136363636364;HY LZ:0.00142045454545455,MB:0.994318181818182;PONS:0.00426136363636364;HY LZ:0.00142045454545455,MB:0.994318181818182;Pons:0.00426136363636364;HY:0.00142045454545455,MB:0.994318181818182;Pons:0.00426136363636364;HY:0.00142045454545455
198 IC Six3 En2 Gaba,MB:0.954757462686567;TH:0.0181902985074627;PONS:0.0172574626865672;CB:0.00979477611940299,MB:0.954757462686567;TH:0.0181902985074627;PONS:0.0172574626865672,MB:0.954757462686567;TH:0.0181902985074627;Pons:0.0172574626865672;CB:0.00979477611940299,MB:0.954757462686567;TH:0.0181902985074627;Pons:0.0172574626865672
199 PAG-MRN-RN Foxa2 Gaba,MB:0.977011494252874;TH:0.00718390804597701;PONS:0.00574712643678161;HY:0.00431034482758621;HY LZ:0.0028735632183908;MB-PONS:0.0028735632183908,MB:0.977011494252874;TH:0.00718390804597701;PONS:0.00574712643678161,MB:0.977011494252874;HY:0.00718390804597701;TH:0.00718390804597701;Pons:0.00574712643678161;MB-PONS:0.0028735632183908,MB:0.977011494252874;HY:0.00718390804597701;TH:0.00718390804597701
200 PAG-ND-PCG Onecut1 Gaba,PONS:0.453125;MB:0.418269230769231;MB-PONS:0.0769230769230769;MY:0.0216346153846154;TH:0.015625;HB:0.00961538461538462;HY:0.00480769230769231,PONS:0.453125;MB:0.418269230769231;MB-PONS:0.0769230769230769,Pons:0.453125;MB:0.418269230769231;MB-PONS:0.0769230769230769;MY:0.0216346153846154;TH:0.015625;HB:0.00961538461538462;HY:0.00480769230769231,Pons:0.453125;MB:0.418269230769231;MB-PONS:0.0769230769230769
201 PAG-RN Nkx2-2 Otx1 Gaba,MB:0.990005878894768;CB:0.00293944738389183;TH:0.00293944738389183;PONS:0.00235155790711346;MY:0.00117577895355673;HY LZ:0.000587889476778366,MB:0.990005878894768;CB:0.00293944738389183;TH:0.00293944738389183,MB:0.990005878894768;CB:0.00293944738389183;TH:0.00293944738389183;Pons:0.00235155790711346;MY:0.00117577895355673;HY:0.000587889476778366,MB:0.990005878894768;CB:0.00293944738389183;TH:0.00293944738389183
202 PRT Tcf7l2 Gaba,MB:0.686468646864686;TH:0.297029702970297;PONS:0.00726072607260726;HY LZ:0.00396039603960396;HY:0.0033003300330033;MY:0.00099009900990099;HB:0.00066006600660066;CNU:0.00033003300330033,MB:0.686468646864686;TH:0.297029702970297;PONS:0.00726072607260726,MB:0.686468646864686;TH:0.297029702970297;HY:0.00726072607260726;Pons:0.00726072607260726;MY:0.00099009900990099;HB:0.00066006600660066;CNU:0.00033003300330033,MB:0.686468646864686;TH:0.297029702970297;HY:0.00726072607260726
203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,TH:0.942326980942829;MB:0.029839518555667;HY LZ:0.0157973921765296;HY:0.0115346038114343;CNU:0.000250752256770311;PONS:0.000250752256770311,TH:0.942326980942829;MB:0.029839518555667;HY LZ:0.0157973921765296,TH:0.942326980942829;MB:0.029839518555667;HY:0.0273319959879639;CNU:0.000250752256770311;Pons:0.000250752256770311,TH:0.942326980942829;MB:0.029839518555667;HY:0.0273319959879639
204 SC Otx2 Gcnt4 Gaba,MB:0.992110453648915;TH:0.00591715976331361;PONS:0.0019723865877712,MB:0.992110453648915;TH:0.00591715976331361;PONS:0.0019723865877712,MB:0.992110453648915;TH:0.00591715976331361;Pons:0.0019723865877712,MB:0.992110453648915;TH:0.00591715976331361;Pons:0.0019723865877712
205 SC-PAG Lef1 Emx2 Gaba,MB:0.997467071935157;TH:0.00126646403242148;PONS:0.00101317122593718;HB:0.000253292806484296,MB:0.997467071935157;TH:0.00126646403242148;PONS:0.00101317122593718,MB:0.997467071935157;TH:0.00126646403242148;Pons:0.00101317122593718;HB:0.000253292806484296,MB:0.997467071935157;TH:0.00126646403242148;Pons:0.00101317122593718
206 SCm-PAG Cdh23 Gaba,MB:0.995049504950495;CB:0.00123762376237624;PONS:0.00123762376237624;TH:0.00123762376237624;HY LZ:0.000825082508250825;MY:0.000412541254125413,MB:0.995049504950495;CB:0.00123762376237624;PONS:0.00123762376237624,MB:0.995049504950495;CB:0.00123762376237624;Pons:0.00123762376237624;TH:0.00123762376237624;HY:0.000825082508250825;MY:0.000412541254125413,MB:0.995049504950495;CB:0.00123762376237624;Pons:0.00123762376237624
207 SCs Dmbx1 Gaba,MB:0.993416239941478;TH:0.00512070226773958;PONS:0.00146305779078274,MB:0.993416239941478;TH:0.00512070226773958;PONS:0.00146305779078274,MB:0.993416239941478;TH:0.00512070226773958;Pons:0.00146305779078274,MB:0.993416239941478;TH:0.00512070226773958;Pons:0.00146305779078274
208 SC Lef1 Otx2 Gaba,MB:0.99851411589896;PONS:0.000742942050520059;TH:0.000742942050520059,MB:0.99851411589896;PONS:0.000742942050520059;TH:0.000742942050520059,MB:0.99851411589896;Pons:0.000742942050520059;TH:0.000742942050520059,MB:0.99851411589896;Pons:0.000742942050520059;TH:0.000742942050520059
209 SCs Pax7 Nfia Gaba,MB:0.978902953586498;TH:0.0189873417721519;PONS:0.00140646976090014;CB:0.00070323488045007,MB:0.978902953586498;TH:0.0189873417721519;PONS:0.00140646976090014,MB:0.978902953586498;TH:0.0189873417721519;Pons:0.00140646976090014;CB:0.00070323488045007,MB:0.978902953586498;TH:0.0189873417721519;Pons:0.00140646976090014
210 PRT Mecom Gaba,MB:0.772309711286089;TH:0.226377952755905;HY:0.000656167979002625;HY LZ:0.000656167979002625,MB:0.772309711286089;TH:0.226377952755905;HY:0.000656167979002625,MB:0.772309711286089;TH:0.226377952755905;HY:0.00131233595800525,MB:0.772309711286089;TH:0.226377952755905;HY:0.00131233595800525
211 SC Tnnt1 Gli3 Gaba,MB:0.998657718120805;TH:0.00134228187919463,MB:0.998657718120805;TH:0.00134228187919463;,MB:0.998657718120805;TH:0.00134228187919463,MB:0.998657718120805;TH:0.00134228187919463;
212 SCs Lef1 Gli3 Gaba,MB:0.998892580287929;PONS:0.00110741971207087,MB:0.998892580287929;PONS:0.00110741971207087;,MB:0.998892580287929;Pons:0.00110741971207087,MB:0.998892580287929;Pons:0.00110741971207087;
213 SCsg Gabrr2 Gaba,MB:0.835949860046246;TH:0.160885968114884;HY:0.00146038700255568;HY LZ:0.00109529025191676;PONS:0.000365096750638919;HIP:0.00012169891687964;STR:0.00012169891687964,MB:0.835949860046246;TH:0.160885968114884;HY:0.00146038700255568,MB:0.835949860046246;TH:0.160885968114884;HY:0.00255567725447243;Pons:0.000365096750638919;HPF:0.00012169891687964;STR:0.00012169891687964,MB:0.835949860046246;TH:0.160885968114884;HY:0.00255567725447243
214 IPN Otp Crisp1 Gaba,MB:0.974776240846216;PONS:0.0244100895036615;HB:0.00081366965012205,MB:0.974776240846216;PONS:0.0244100895036615;HB:0.00081366965012205,MB:0.974776240846216;Pons:0.0244100895036615;HB:0.00081366965012205,MB:0.974776240846216;Pons:0.0244100895036615;HB:0.00081366965012205
215 SNc-VTA-RAmb Foxa1 Dopa,MB:0.956197112991538;HY:0.0179193628670981;HY LZ:0.0109507217521155;TH:0.0079641612742658;MB-PONS:0.00298656047784968;PONS:0.00298656047784968;HIP:0.000497760079641613;STR:0.000497760079641613,MB:0.956197112991538;HY:0.0179193628670981;HY LZ:0.0109507217521155,MB:0.956197112991538;HY:0.0288700846192135;TH:0.0079641612742658;MB-PONS:0.00298656047784968;Pons:0.00298656047784968;HPF:0.000497760079641613;STR:0.000497760079641613,MB:0.956197112991538;HY:0.0288700846192135;TH:0.0079641612742658
216 MB-MY Tph2 Glut-Sero,MB:0.611902766135792;PONS:0.230511316010059;MB-PONS:0.105616093880972;MY:0.0293378038558256;HB:0.0209555741827326;HY:0.00167644593461861,MB:0.611902766135792;PONS:0.230511316010059;MB-PONS:0.105616093880972,MB:0.611902766135792;Pons:0.230511316010059;MB-PONS:0.105616093880972;MY:0.0293378038558256;HB:0.0209555741827326;HY:0.00167644593461861,MB:0.611902766135792;Pons:0.230511316010059;MB-PONS:0.105616093880972
217 PB Lmx1a Glut,PONS:0.898516783762685;HB:0.0437158469945355;MY:0.0249804839968774;MB-PONS:0.0179547228727557;MB:0.00936768149882904;HY:0.00234192037470726;CB:0.00156128024980484;HY LZ:0.00078064012490242;TH:0.00078064012490242,PONS:0.898516783762685;HB:0.0437158469945355;MY:0.0249804839968774,Pons:0.898516783762685;HB:0.0437158469945355;MY:0.0249804839968774;MB-PONS:0.0179547228727557;MB:0.00936768149882904;HY:0.00312256049960968;CB:0.00156128024980484;TH:0.00078064012490242,Pons:0.898516783762685;HB:0.0437158469945355;MY:0.0249804839968774
218 PSV Lmx1a Trpv6 Glut,PONS:0.699029126213592;HB:0.116504854368932;MB-PONS:0.087378640776699;MY:0.087378640776699;MB:0.00970873786407767,PONS:0.699029126213592;HB:0.116504854368932;MB-PONS:0.087378640776699,Pons:0.699029126213592;HB:0.116504854368932;MB-PONS:0.087378640776699;MY:0.087378640776699;MB:0.00970873786407767,Pons:0.699029126213592;HB:0.116504854368932;MB-PONS:0.087378640776699
219 PB-SUT Tlx3 Lhx2 Glut,PONS:0.957142857142857;MB:0.0285714285714286;MY:0.0142857142857143,PONS:0.957142857142857;MB:0.0285714285714286;MY:0.0142857142857143,Pons:0.957142857142857;MB:0.0285714285714286;MY:0.0142857142857143,Pons:0.957142857142857;MB:0.0285714285714286;MY:0.0142857142857143
220 PB Pax5 Glut,PONS:0.718861209964413;MB:0.160142348754448;MB-PONS:0.0676156583629893;MY:0.0142348754448399;HB:0.0106761565836299;HY:0.0106761565836299;TH:0.0106761565836299;CB:0.00355871886120996;HY LZ:0.00355871886120996,PONS:0.718861209964413;MB:0.160142348754448;MB-PONS:0.0676156583629893,Pons:0.718861209964413;MB:0.160142348754448;MB-PONS:0.0676156583629893;HY:0.0142348754448399;MY:0.0142348754448399;HB:0.0106761565836299;TH:0.0106761565836299;CB:0.00355871886120996,Pons:0.718861209964413;MB:0.160142348754448;MB-PONS:0.0676156583629893
221 LDT-PCG Vsx2 Lhx4 Glut,PONS:0.515978176149649;MB:0.390101325019486;MY:0.0354637568199532;MB-PONS:0.034294621979735;HB:0.0210444271239283;HY:0.0019485580670304;TH:0.000779423226812159;HY LZ:0.00038971161340608,PONS:0.515978176149649;MB:0.390101325019486;MY:0.0354637568199532,Pons:0.515978176149649;MB:0.390101325019486;MY:0.0354637568199532;MB-PONS:0.034294621979735;HB:0.0210444271239283;HY:0.00233826968043648;TH:0.000779423226812159,Pons:0.515978176149649;MB:0.390101325019486;MY:0.0354637568199532
222 PB Evx2 Glut,PONS:0.801202034211743;MB:0.107258437355525;MB-PONS:0.0323624595469256;HB:0.029126213592233;MY:0.024040684234859;CB:0.00323624595469256;TH:0.0013869625520111;HY LZ:0.00092464170134073;HY:0.000462320850670365,PONS:0.801202034211743;MB:0.107258437355525;MB-PONS:0.0323624595469256,Pons:0.801202034211743;MB:0.107258437355525;MB-PONS:0.0323624595469256;HB:0.029126213592233;MY:0.024040684234859;CB:0.00323624595469256;HY:0.0013869625520111;TH:0.0013869625520111,Pons:0.801202034211743;MB:0.107258437355525;MB-PONS:0.0323624595469256
223 B-PB Nr4a2 Glut,PONS:0.8;MY:0.135483870967742;HB:0.0580645161290323;MB:0.00645161290322581,PONS:0.8;MY:0.135483870967742;HB:0.0580645161290323,Pons:0.8;MY:0.135483870967742;HB:0.0580645161290323;MB:0.00645161290322581,Pons:0.8;MY:0.135483870967742;HB:0.0580645161290323
224 PCG-PRNr Vsx2 Nkx6-1 Glut,PONS:0.734356552538371;MB:0.119244391971665;MB-PONS:0.0755608028335301;MY:0.0625737898465171;HB:0.00708382526564345;HY:0.00118063754427391,PONS:0.734356552538371;MB:0.119244391971665;MB-PONS:0.0755608028335301,Pons:0.734356552538371;MB:0.119244391971665;MB-PONS:0.0755608028335301;MY:0.0625737898465171;HB:0.00708382526564345;HY:0.00118063754427391,Pons:0.734356552538371;MB:0.119244391971665;MB-PONS:0.0755608028335301
225 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut,PONS:0.763326226012793;HB:0.11727078891258;MY:0.0959488272921109;MB-PONS:0.023454157782516,PONS:0.763326226012793;HB:0.11727078891258;MY:0.0959488272921109,Pons:0.763326226012793;HB:0.11727078891258;MY:0.0959488272921109;MB-PONS:0.023454157782516,Pons:0.763326226012793;HB:0.11727078891258;MY:0.0959488272921109
226 PRNc-PARN Tlx1 Glut,MY:0.36283185840708;PONS:0.323008849557522;HB:0.154867256637168;MB-PONS:0.146017699115044;HY:0.00884955752212389;HY LZ:0.00442477876106195,MY:0.36283185840708;PONS:0.323008849557522;HB:0.154867256637168,MY:0.36283185840708;Pons:0.323008849557522;HB:0.154867256637168;MB-PONS:0.146017699115044;HY:0.0132743362831858,MY:0.36283185840708;Pons:0.323008849557522;HB:0.154867256637168
227 PB-PSV Phox2b Glut,PONS:0.515625;MY:0.25;HB:0.203125;MB-PONS:0.03125,PONS:0.515625;MY:0.25;HB:0.203125,Pons:0.515625;MY:0.25;HB:0.203125;MB-PONS:0.03125,Pons:0.515625;MY:0.25;HB:0.203125
228 PSV Pvalb Lhx2 Glut,PONS:0.569411764705882;HB:0.183529411764706;MB-PONS:0.12;MY:0.110588235294118;MB:0.0117647058823529;CB:0.00235294117647059;HY:0.00235294117647059,PONS:0.569411764705882;HB:0.183529411764706;MB-PONS:0.12,Pons:0.569411764705882;HB:0.183529411764706;MB-PONS:0.12;MY:0.110588235294118;MB:0.0117647058823529;CB:0.00235294117647059;HY:0.00235294117647059,Pons:0.569411764705882;HB:0.183529411764706;MB-PONS:0.12
229 PB-NTS Phox2b Ebf3 Lmx1b Glut,PONS:0.525612472160356;MY:0.389755011135857;HB:0.066815144766147;MB-PONS:0.0111358574610245;MB:0.0066815144766147,PONS:0.525612472160356;MY:0.389755011135857;HB:0.066815144766147,Pons:0.525612472160356;MY:0.389755011135857;HB:0.066815144766147;MB-PONS:0.0111358574610245;MB:0.0066815144766147,Pons:0.525612472160356;MY:0.389755011135857;HB:0.066815144766147
230 PRNr Otp Nfib Glut,PONS:0.725;MY:0.1875;MB-PONS:0.0625;HB:0.0125;HY:0.0125,PONS:0.725;MY:0.1875;MB-PONS:0.0625,Pons:0.725;MY:0.1875;MB-PONS:0.0625;HB:0.0125;HY:0.0125,Pons:0.725;MY:0.1875;MB-PONS:0.0625
231 IPN-LDT Vsx2 Nkx6-1 Glut,MB:0.982926829268293;PONS:0.0121951219512195;HY LZ:0.0024390243902439;MB-PONS:0.0024390243902439,MB:0.982926829268293;PONS:0.0121951219512195;HY LZ:0.0024390243902439,MB:0.982926829268293;Pons:0.0121951219512195;HY:0.0024390243902439;MB-PONS:0.0024390243902439,MB:0.982926829268293;Pons:0.0121951219512195;HY:0.0024390243902439
232 LDT Vsx2 Nkx6-1 Nfib Glut,MB:0.99504132231405;HY:0.00330578512396694;MB-PONS:0.00165289256198347,MB:0.99504132231405;HY:0.00330578512396694;MB-PONS:0.00165289256198347,MB:0.99504132231405;HY:0.00330578512396694;MB-PONS:0.00165289256198347,MB:0.99504132231405;HY:0.00330578512396694;MB-PONS:0.00165289256198347
233 NLL-SOC Spp1 Glut,PONS:0.579710144927536;MY:0.202898550724638;MB-PONS:0.115942028985507;CB:0.101449275362319,PONS:0.579710144927536;MY:0.202898550724638;MB-PONS:0.115942028985507,Pons:0.579710144927536;MY:0.202898550724638;MB-PONS:0.115942028985507;CB:0.101449275362319,Pons:0.579710144927536;MY:0.202898550724638;MB-PONS:0.115942028985507
234 MEV Ppp1r1c Glut,MB:0.666666666666667;HB:0.222222222222222;MY:0.111111111111111,MB:0.666666666666667;HB:0.222222222222222;MY:0.111111111111111,MB:0.666666666666667;HB:0.222222222222222;MY:0.111111111111111,MB:0.666666666666667;HB:0.222222222222222;MY:0.111111111111111
235 PG-TRN-LRN Fat2 Glut,PONS:0.813804173354735;MY:0.116372391653291;HB:0.0461476725521669;MB-PONS:0.0176565008025682;CB:0.00441412520064205;HY:0.000802568218298555;MB:0.000401284109149278;TH:0.000401284109149278,PONS:0.813804173354735;MY:0.116372391653291;HB:0.0461476725521669,Pons:0.813804173354735;MY:0.116372391653291;HB:0.0461476725521669;MB-PONS:0.0176565008025682;CB:0.00441412520064205;HY:0.000802568218298555;MB:0.000401284109149278;TH:0.000401284109149278,Pons:0.813804173354735;MY:0.116372391653291;HB:0.0461476725521669
236 IRN Vip Glut,MY:0.747126436781609;HB:0.252873563218391,MY:0.747126436781609;HB:0.252873563218391;,MY:0.747126436781609;HB:0.252873563218391,MY:0.747126436781609;HB:0.252873563218391;
237 PRP-NI-PRNc-GRN Otp Glut,PONS:0.612903225806452;MY:0.288018433179723;HB:0.0921658986175115;HY LZ:0.00460829493087558;TH:0.00230414746543779,PONS:0.612903225806452;MY:0.288018433179723;HB:0.0921658986175115,Pons:0.612903225806452;MY:0.288018433179723;HB:0.0921658986175115;HY:0.00460829493087558;TH:0.00230414746543779,Pons:0.612903225806452;MY:0.288018433179723;HB:0.0921658986175115
