clu.sa2,size,sa1_ratio,AllenAnnot,AllenAnnot_quality,AllenAnnot_ratio,L3Annot,L3Annot_quality,L3Annot_ratio,L2Annot,L2Annot_quality,L2Annot_ratio,class,class_quality,class_ratio,mainclass,mainclass_quality,mainclass_ratio
19-6-2,235,0.95,SPA-SPFp-PIL-PoT-SPFm-PVT_Glut,high,0.96,THGL15,medium,0.66,THGL,medium,0.68,Glut,high,0.98,GLUT,high,0.98
19-6-3,101,0.8,PF_Fzd5_Glut,high,1,PFGL1,high,1,THGL,high,1,Glut,high,1,GLUT,high,1
19-7-1,1034,0.94,AV_Col27a1_Glut,high,0.99,THGL9,high,0.99,THGL,high,1,Glut,high,1,GLUT,high,1
19-7-2,862,0.91,AV_Col27a1_Glut,high,0.99,THGL9,high,0.99,THGL,high,1,Glut,high,1,GLUT,high,1
19-8-1,548,0.92,TH_Prkcd_Grin2c_Glut,high,1,THGL17,high,1,THGL,high,1,Glut,high,1,GLUT,high,1
2-1-3,8525,0.91,PB-an-do_Evx2_Glut,low,0.18,Evx2PBGL1,low,0.17,MBHBGLGA1,medium,0.59,Glut,medium,0.5,GLUT,medium,0.51
2-1-1,23048,0.88,PCG-LDT-DTN-RPO-CS_Tox_Gaba,low,0.14,PLDRCGA1,low,0.14,MBHBGLGA1,high,0.83,Glut,medium,0.5,GLUT,medium,0.5
2-1-2,8884,0.82,PGRN-PARN-MDRN_Hoxb5_Glut,medium,0.45,MYGL1,medium,0.45,MBHBGLGA1,high,0.93,Glut,medium,0.57,GLUT,medium,0.58
2-1-4,3674,0.9,PAG_Dmrta2_Glut,high,0.74,UcnPAGGL1,high,0.74,MBHBGLGA1,high,0.92,Glut,high,0.92,GLUT,high,0.92
2-1-7,820,0.88,PB-an-do_Evx2_Glut,high,0.92,CUNPPNGL1,high,0.91,MBHBGLGA1,high,0.94,Glut,high,0.97,GLUT,high,0.97
2-1-5,2022,0.91,PH_Pitx2_Glut,high,0.89,STNPSTNGL1,high,0.89,MBHBGLGA1,high,0.96,Glut,high,0.99,GLUT,high,0.99
2-1-6,1400,0.91,PAG-MRN_Pou3f1_Glut,high,0.96,PAGMRNGL1,high,0.79,MBHBGLGA1,high,0.8,Glut,high,0.99,GLUT,high,0.99
2-10-8,515,0.91,COAa-PAA_Barhl2_Glut,high,0.81,COAPAAGL4,high,0.72,MSGA,high,0.72,Glut,high,0.87,GLUT,high,0.87
2-10-4,652,0.92,COAa-PAA_Barhl2_Glut,high,0.87,COAPAAGL2,high,0.87,AMYGAGL,high,0.97,Glut,high,1,GLUT,high,1
2-10-3,751,0.91,COAa-PAA_Barhl2_Glut,high,0.98,COAPAAGL3,high,0.98,AMYGAGL,high,0.99,Glut,high,1,GLUT,high,1
2-10-12,358,0.91,COAa-PAA_Barhl2_Glut,high,0.98,COAPAAGL2,high,0.97,AMYGAGL,high,0.99,Glut,high,0.99,GLUT,high,0.99
2-10-11,415,0.95,MEA-COA-BMA_Ccdc42_Glut,high,0.92,COAPAAGL1,high,0.85,AMYGAGL,high,0.98,Glut,high,0.98,GLUT,high,0.98
2-10-10,455,0.96,MEA-BST_Otp_Glut,high,0.7,OtpMEABSTGL1,high,0.7,HYGLGA,high,0.77,Glut,high,0.94,GLUT,high,0.94
2-10-5,644,0.91,MEA_Slc17a7_Glut,high,0.71,Slc17a7MEAGL1,medium,0.51,AMYGAGL,high,0.7,Glut,high,0.99,GLUT,high,1
2-10-7,586,0.94,MEA-COA-BMA_Ccdc42_Glut,high,0.75,COAPAAGL1,high,0.75,AMYGAGL,high,0.75,Glut,high,0.93,GLUT,high,0.93
2-10-2,1005,0.94,MEA-COA-BMA_Ccdc42_Glut,high,0.99,MCBGL1,high,0.97,AMYGAGL,high,0.99,Glut,high,1,GLUT,high,1
2-10-9,472,0.91,MEA-COA-BMA_Ccdc42_Glut,high,0.98,COAPAAGL1,high,0.89,AMYGAGL,high,1,Glut,high,0.98,GLUT,high,0.98
2-10-6,618,0.94,MEA_Otp_Glut,medium,0.69,OtpMEAGL1,medium,0.69,AMYGAGL,high,0.97,Glut,high,0.96,GLUT,high,0.96
2-10-1,1392,0.94,MEA-COA-BMA_Ccdc42_Glut,high,0.99,MCBGL2,high,0.96,AMYGAGL,high,0.99,Glut,high,1,GLUT,high,1
2-10-13,319,0.93,MEA-COA-BMA_Ccdc42_Glut,high,0.93,MCBGL2,medium,0.65,AMYGAGL,high,0.99,Glut,high,0.97,GLUT,high,0.97
2-11-3,750,0.91,APN_C1ql4_Glut,high,0.96,APNGL2,high,0.96,MBGL,high,0.97,Glut,high,0.99,GLUT,high,0.99
2-11-1,1021,0.93,APN_C1ql2_Glut,medium,0.64,APNGL1,medium,0.64,MBGL,high,0.95,Glut,high,0.98,GLUT,high,0.98
2-11-4,642,0.92,APN_C1ql2_Glut,high,0.99,APNGL1,high,0.99,MBGL,high,0.99,Glut,high,0.99,GLUT,high,0.99
2-11-2,768,0.88,MB-HB_Lhx1_Glut,high,0.78,MPGL1,medium,0.66,MBHBGLGA1,high,0.8,Glut,high,0.98,GLUT,high,0.98
2-11-6,531,0.85,SCig-ve_Pitx2_Glut,high,0.96,SCigveGL2,high,0.85,MBGA2,high,0.85,Glut,high,0.99,GLUT,high,0.99
2-11-5,596,0.87,SCig-ve_Pitx2_Glut,high,0.98,SCigveGL1,high,0.96,MBGL,high,0.96,Glut,high,0.99,GLUT,high,0.99
2-12-7,349,0.86,NDB-SI-ant_Prdm12_Gaba,high,0.71,MSGA10,high,0.71,MSGA,high,0.71,Gaba,high,0.97,GABA,high,0.99
2-12-8,316,0.92,LSX_Sall3_Pax6_Gaba,high,0.81,Sall3Pax6LSXGA3,high,0.81,LSXGA,high,0.82,Gaba,high,0.84,GABA,high,0.84
2-12-4,537,0.86,LSX_Sall3_Pax6_Gaba,medium,0.68,Sall3Pax6LSXGA1,medium,0.66,LSXGA,medium,0.69,Gaba,high,0.97,GABA,high,0.98
2-12-5,512,0.88,LSX_Sall3_Pax6_Gaba,medium,0.53,Sall3Pax6LSXGA1,medium,0.53,LSXGA,medium,0.54,Gaba,high,0.97,GABA,high,0.99
2-12-2,628,0.92,LSX_Sall3_Pax6_Gaba,high,0.98,Sall3Pax6LSXGA3,high,0.97,LSXGA,high,0.98,Gaba,high,1,GABA,high,1
2-12-6,389,0.88,LSX_Sall3_Pax6_Gaba,high,0.8,Sall3Pax6LSXGA1,high,0.75,LSXGA,high,0.94,Gaba,high,0.99,GABA,high,0.99
2-12-3,549,0.85,LSX_Otx2_Gaba,high,0.86,Otx2LSXGA2,high,0.83,LSXGA,high,0.94,Gaba,high,0.97,GABA,high,0.97
2-12-1,680,0.92,LSX_Sall3_Pax6_Gaba,high,0.98,Sall3Pax6LSXGA2,high,0.91,LSXGA,high,1,Gaba,high,1,GABA,high,1
2-12-9,163,0.89,LSX_Sall3_Pax6_Gaba,high,0.82,Sall3Pax6LSXGA1,high,0.79,LSXGA,high,0.94,Gaba,high,0.96,GABA,high,0.96
2-13-3,503,0.94,ZI_Pax6_Gaba,high,0.83,RmstZIGA2,high,0.72,MBHBGLGA1,high,0.78,Gaba,high,0.97,GABA,high,0.97
2-13-10,47,0.9,DMH_Hmx2_Gaba,high,0.91,Hmx2DMHGA2,high,0.91,HYGLGA,high,0.94,Gaba,high,0.98,GABA,high,0.98
2-13-6,352,0.93,ZI_Pax6_Gaba,medium,0.67,THGA1,medium,0.67,HYGLGA,medium,0.67,Gaba,high,0.96,GABA,high,0.96
2-13-2,634,0.95,ZI_Pax6_Gaba,medium,0.69,THGA1,medium,0.68,HYGLGA,high,0.72,Gaba,high,0.95,GABA,high,0.95
2-13-9,283,0.95,LHA_Pmch_Glut,high,0.82,PmchLHAGL1,high,0.82,MBGA2,high,0.82,Glut,high,0.84,GLUT,high,0.84
2-13-7,330,0.92,LGv_Otx2_Gaba,medium,0.58,RmstLGvGA1,medium,0.58,MBGA2,medium,0.59,Gaba,high,0.93,GABA,high,0.93
2-13-5,387,0.97,ZI_Pax6_Gaba,high,0.8,THGA1,medium,0.7,HYGLGA,high,0.71,Gaba,high,0.99,GABA,high,0.99
2-13-1,810,0.87,ZI_Pax6_Gaba,high,0.93,RmstZIGA2,high,0.92,MBHBGLGA1,high,0.99,Gaba,high,1,GABA,high,1
2-13-4,416,0.95,ZI_Pax6_Gaba,high,0.91,RmstZIGA1,high,0.88,MBHBGLGA1,high,0.88,Gaba,high,1,GABA,high,1
2-13-8,292,0.94,LGv_Otx2_Gaba,high,0.78,RmstLGvGA1,high,0.78,MBGA2,high,0.78,Gaba,high,0.9,GABA,high,0.9
2-14-2,1337,0.97,VMH_Fezf1_Glut,high,0.95,VMHGL1,high,0.95,HYGLGA,high,0.99,Glut,high,0.96,GLUT,high,0.96
2-14-1,1613,0.97,VMH_Fezf1_Glut,high,1,VMHGL1,high,1,HYGLGA,high,1,Glut,high,1,GLUT,high,1
2-14-3,722,0.98,VMH_Nr5a1_Glut,high,0.85,VMHGL2,high,0.85,HYGLGA,high,0.99,Glut,high,0.94,GLUT,high,0.96
2-14-4,487,0.96,VMH_Nr5a1_Glut,high,0.95,VMHGL2,high,0.95,HYGLGA,high,0.99,Glut,high,0.99,GLUT,high,0.99
2-15-1,3233,0.96,TRS_Sln_Glut,high,1,TRSGL1,high,1,STRGL,high,1,Glut,high,1,GLUT,high,1
2-15-2,253,0.96,TRS_Sln_Glut,high,0.98,TRSGL2,high,0.89,STRGL,high,0.99,Glut,high,0.99,GLUT,high,0.99
2-16-5,349,0.97,SCs_Dmbx1_Gaba,high,0.99,SCsGA1,high,0.92,MBGA2,high,1,Gaba,high,1,GABA,high,1
2-16-4,382,0.91,SCs_Dmbx1_Gaba,high,0.9,SCsGA11,high,0.9,MBGA2,high,0.91,Gaba,high,1,GABA,high,1
2-16-2,667,0.92,SCs_Dmbx1_Gaba,high,0.98,SCsGA7,high,0.95,MBGA2,high,0.99,Gaba,high,1,GABA,high,1
2-16-1,930,0.97,SCs_Dmbx1_Gaba,high,0.99,SCsGA2,high,0.97,MBGA2,high,1,Gaba,high,1,GABA,high,1
2-16-6,268,0.97,SCs_Dmbx1_Gaba,high,1,SCsGA10,high,0.95,MBGA2,high,1,Gaba,high,1,GABA,high,1
2-16-3,659,0.97,SCs_Dmbx1_Gaba,high,0.99,SCsGA8,high,0.96,MBGA2,high,1,Gaba,high,1,GABA,high,1
2-16-7,172,0.91,SCs_Dmbx1_Gaba,high,0.95,SCsGA10,high,0.95,MBGA2,high,0.97,Gaba,high,1,GABA,high,1
2-17-2,916,0.94,SCsg_Pde5a_Glut,high,0.99,SCsgGL2,high,0.97,MBGL,high,1,Glut,high,1,GLUT,high,1
2-17-3,597,0.92,SCsg_Pde5a_Glut,high,0.99,SCsgGL3,high,0.98,MBGL,high,0.99,Glut,high,1,GLUT,high,1
2-17-1,934,0.95,SCsg_Pde5a_Glut,high,0.99,SCsgGL1,high,0.99,MBGL,high,0.99,Glut,high,1,GLUT,high,1
2-17-4,583,0.94,SCsg_Pde5a_Glut,high,0.99,SCsgGL4,high,0.98,MBGL,high,1,Glut,high,1,GLUT,high,1
2-18-1,673,0.87,SCsg_Gabrr2_Gaba,high,0.98,SCsgGA2,high,0.96,MBGA1,high,0.98,Gaba,high,1,GABA,high,1
2-18-8,169,0.88,SCsg_Gabrr2_Gaba,high,1,SCsgGA1,high,0.83,MBGA1,high,1,Gaba,high,1,GABA,high,1
2-18-2,514,0.78,SCsg_Gabrr2_Gaba,high,0.98,SCsgGA1,high,0.95,MBGA1,high,0.98,Gaba,high,1,GABA,high,1
2-18-4,341,0.97,SCsg_Gabrr2_Gaba,high,0.97,SCsgGA4,high,0.88,MBGA1,high,0.99,Gaba,high,1,GABA,high,1
2-18-3,396,0.85,SCsg_Gabrr2_Gaba,high,0.99,SCsgGA3,high,0.94,MBGA1,high,0.99,Gaba,high,1,GABA,high,1
2-18-7,163,0.81,SCsg_Gabrr2_Gaba,high,0.98,SCsgGA1,high,0.95,MBGA1,high,0.98,Gaba,high,1,GABA,high,1
2-18-6,225,0.88,SCsg_Gabrr2_Gaba,high,0.95,SCsgGA5,high,0.91,MBGA1,high,0.96,Gaba,high,1,GABA,high,1
2-18-5,222,0.83,SCsg_Gabrr2_Gaba,high,0.98,SCsgGA1,high,0.91,MBGA1,high,0.99,Gaba,high,1,GABA,high,1
2-19-7,212,0.9,SCig_Tfap2b_Chrnb3_Glut,high,0.94,SCigGL4,high,0.94,MBGL,high,0.97,Glut,high,1,GLUT,high,1
2-19-9,146,0.91,SCig_Foxb1_Glut,high,0.93,SCigGL2,high,0.89,MBGL,high,0.97,Glut,high,0.99,GLUT,high,0.99
2-19-13,53,0.85,SPA-SPFp-PIL-PoT-SPFm-PVT_Glut,high,1,SSPPSPGL1,high,1,MBGL,high,1,Glut,high,1,GLUT,high,1
2-19-8,140,0.86,SCig_Foxb1_Glut,high,0.99,SCigGL1,high,0.99,MBGL,high,0.99,Glut,high,0.99,GLUT,high,0.99
2-19-3,347,0.92,SCig_Foxb1_Glut,high,0.83,SCigGL1,high,0.74,MBGL,high,0.89,Glut,high,1,GLUT,high,1
2-19-12,82,0.84,SPA-SPFp-PIL-PoT-SPFm-PVT_Glut,high,0.9,SSPPSPGL1,high,0.9,MBGL,high,0.96,Glut,high,0.98,GLUT,high,0.98
2-19-2,356,0.9,SCig_Foxb1_Glut,high,0.98,SCigGL1,high,0.96,MBGL,high,1,Glut,high,1,GLUT,high,1
2-19-1,383,0.91,SCig_Foxb1_Glut,high,0.98,SCigGL1,high,0.97,MBGL,high,1,Glut,high,1,GLUT,high,1
2-19-6,276,0.87,SCig_Tfap2b_Chrnb3_Glut,high,0.99,SCigGL4,high,0.99,MBGL,high,1,Glut,high,1,GLUT,high,1
2-19-4,311,0.92,SCig_Foxb1_Glut,high,0.99,SCigGL1,high,0.99,MBGL,high,1,Glut,high,1,GLUT,high,1
2-19-11,126,0.9,SCig_Foxb1_Glut,high,0.98,SCigGL2,high,0.94,MBGL,high,0.98,Glut,high,0.98,GLUT,high,0.98
2-19-5,295,0.92,SCig_Tfap2b_Chrnb3_Glut,high,0.99,SCigGL4,high,0.99,MBGL,high,0.99,Glut,high,1,GLUT,high,1
2-19-10,135,0.92,SCig_Foxb1_Glut,high,1,SCigGL1,high,1,MBGL,high,1,Glut,high,1,GLUT,high,1
2-2-21,680,0.85,STRv_Lhx8_Gaba,high,0.95,Lhx8STRvGA1,high,0.94,MBHBGLGA2,high,0.96,Gaba,high,1,GABA,high,1
2-2-6,1682,0.93,PVR_Six3_Gaba,high,0.84,PVRGA1,high,0.84,HYGLGA,high,0.91,Gaba,high,0.98,GABA,high,0.98
2-2-9,1579,0.97,MEA-BST_Lhx6_Zfhx3_Gaba,high,0.93,Lhx6MEABSTGA1,high,0.93,HYGLGA,high,0.95,Gaba,high,1,GABA,high,1
2-2-13,1297,0.97,ARH_Tbx3_Glut,high,0.72,ARHGL1,high,0.72,HYGLGA,high,0.99,Gaba;Glut,high,0.72,GLUT,high,0.74
2-2-7,1651,0.96,MPO-LPO_Lhx8_Gaba,high,0.9,MPOLPOGA1,high,0.9,HYGLGA,high,0.93,Gaba,high,0.99,GABA,high,0.99
2-2-16,1209,0.97,ARH-DMH-LHA_Gsx1_Gaba,high,0.81,ADLGA1,high,0.81,HYGLGA,high,0.99,Gaba,high,0.99,GABA,high,0.99
2-2-5,1529,0.84,PVa-ARH_Six3_Gaba,low,0.36,PVARHGA1,low,0.36,HYGLGA,high,0.71,Gaba,high,0.76,GABA,high,0.77
2-2-14,1221,0.95,ARH-DMH-LHA_Gsx1_Gaba,low,0.35,ADLGA1,low,0.35,HYGLGA,medium,0.61,Gaba,high,0.96,GABA,high,0.96
2-2-3,2068,0.95,MEA-BST_Avp_Gaba,medium,0.51,AvpMEABSTGA1,medium,0.51,HYGLGA,high,0.76,Gaba,high,0.96,GABA,high,0.96
2-2-17,1135,0.94,PVH-PVi_Six3_Prox1_Gaba,high,0.81,HYGA1,medium,0.64,MBHBGLGA2,medium,0.67,Gaba,high,0.98,GABA,high,0.98
2-2-18,1031,0.95,MPO-LPO_Lhx8_Gaba,high,0.79,MPOLPOGA1,medium,0.66,HYGLGA,medium,0.69,Gaba,high,0.94,GABA,high,0.94
2-2-19,858,0.95,PVR_Six3_Gaba,medium,0.58,PVRGA1,medium,0.58,HYGLGA,high,0.71,Gaba,high,0.88,GABA,high,0.88
2-2-11,1325,0.97,PVpo-VMPO-MPN_Hmx2_Gaba,high,0.78,Hmx2DMHGA1,high,0.78,HYGLGA,high,0.99,Gaba,high,0.94,GABA,high,0.94
2-2-1,2431,0.97,AHN_Onecut3_Gaba,high,0.8,AHNGA1,high,0.8,HYGLGA,high,0.92,Gaba,high,0.95,GABA,high,0.95
2-2-8,1611,0.97,PVpo-VMPO-MPN_Hmx2_Gaba,high,0.85,Hmx2DMHGA1,high,0.85,HYGLGA,high,0.89,Gaba,high,1,GABA,high,1
2-2-15,1181,0.93,MEA-BST_Lhx6_Nfib_Gaba,medium,0.5,Lhx6MEABSTGA3,medium,0.47,MBHBGLGA2,medium,0.47,Gaba,high,1,GABA,high,1
2-2-12,1303,0.97,DMH_Hmx2_Gaba,medium,0.66,Hmx2DMHGA3,medium,0.6,HYGLGA,high,0.72,Gaba,high,0.95,GABA,high,0.95
2-2-2,2202,0.96,PVH-PVi_Six3_Prox1_Gaba,medium,0.5,Six3PVHPViGA1,medium,0.5,HYGLGA,high,0.82,Gaba,high,1,GABA,high,1
2-2-26,322,0.93,MB-HB_Lhx1_Glut,high,0.91,MPGL1,high,0.91,MBHBGLGA1,high,0.91,Glut,high,0.91,GLUT,high,0.92
2-2-22,677,0.97,BST_Tac2_Gaba,high,0.89,BSTGA4,high,0.89,HYGLGA,high,0.93,Gaba,high,0.99,GABA,high,0.99
2-2-10,1410,0.98,PVa-ARH_Six3_Gaba,medium,0.66,PVARHGA1,medium,0.66,HYGLGA,high,0.97,Gaba,high,1,GABA,high,1
2-2-4,1826,0.96,DMH_Hmx2_Gaba,high,0.88,Hmx2DMHGA3,medium,0.63,HYGLGA,high,0.9,Gaba,high,0.93,GABA,high,0.97
2-2-20,801,0.95,DMH_Prdm13_Gaba,high,0.92,Nkx2-4DMHGA1,high,0.92,HYGLGA,high,0.96,Gaba,high,0.99,GABA,high,0.99
2-2-25,381,0.97,DMH-LHA_Vgll2_Glut,high,0.97,DMHLHAGL1,high,0.97,HYGLGA,high,0.99,Glut,high,0.97,GLUT,high,0.97
2-2-23,672,0.96,DMH_Prdm13_Gaba,medium,0.61,Nkx2-4DMHGA1,medium,0.61,HYGLGA,high,0.97,Gaba,high,0.99,GABA,high,0.99
2-2-24,497,0.96,ARH_Tbx3_Glut,high,0.98,ARHGL1,high,0.98,HYGLGA,high,0.99,Gaba;Glut,high,0.98,GLUT,high,0.98
2-20-20,54,0.84,SPVI-SPVC_Mafa_Glut,medium,0.54,SPVSPVGL1,medium,0.54,HBGAGL,medium,0.54,Glut,medium,0.65,GLUT,medium,0.65
2-20-17,67,0.79,VCO-PSV-SOCl_Mafa_Meis2_Glut,high,0.91,HBPMGL1,high,0.91,HBGAGL,high,0.91,Glut,high,0.99,GLUT,high,0.99
2-20-7,136,0.91,PB-an-do_Evx2_Glut,high,0.71,Lmx1aPBGL1,high,0.71,MBHBGLGA1,high,0.75,Glut,high,0.99,GLUT,high,0.99
2-20-19,69,0.87,NLL_Gata3_Gly-Gaba,high,0.99,NLLGLYGA2,high,0.99,MBHBGLGA1,high,0.99,Gaba;Gly,high,0.99,GABA,high,0.99
2-20-5,152,0.8,VCO-PSV-SOCl_Mafa_Meis2_Glut,high,0.81,HBPMGL1,high,0.81,HBGAGL,high,0.98,Glut,high,0.99,GLUT,high,0.99
2-20-3,197,0.91,NLL_Gata3_Gly-Gaba,high,0.82,NLLGLYGA2,high,0.82,MBHBGLGA1,high,0.95,Gaba;Gly,high,0.82,GABA,high,0.99
2-20-21,41,0.82,SPVI-SPVC_Mafa_Glut,high,0.8,SPVSPVGL1,high,0.8,HBGAGL,high,0.83,Glut,high,1,GLUT,high,1
2-20-2,190,0.86,SPVO_Mafa_Meis2_Glut,high,0.89,SPVOGL1,high,0.89,HBGAGL,high,0.9,Glut,high,0.99,GLUT,high,0.99
2-20-11,97,0.7,NLL_Gata3_Gly-Gaba,high,0.93,NLLGLYGA1,high,0.93,HBGAGL,high,0.93,Gaba;Gly,high,0.94,GABA,high,0.97
2-20-4,177,0.82,NLL_Gata3_Gly-Gaba,high,0.91,PGLYGA1,high,0.91,HBGAGL,high,0.92,Gaba;Gly,high,0.93,GABA,high,0.99
2-20-9,113,0.78,VCO-PSV-SOCl_Mafa_Meis2_Glut,high,0.97,VPSGL1,high,0.97,HBGAGL,high,0.98,Glut,high,1,GLUT,high,1
2-20-14,88,0.81,NLL_Gata3_Gly-Gaba,high,1,NLLGLYGA3,high,0.82,HBGAGL,high,0.82,Gaba;Gly,high,1,GABA,high,1
2-20-15,75,0.7,VCO-PSV-SOCl_Mafa_Meis2_Glut,high,0.93,VPSGL2,high,0.93,HBGAGL,high,0.95,Glut,high,1,GLUT,high,1
2-20-12,128,0.93,NLL_Gata3_Gly-Gaba,high,0.97,NLLGLYGA5,high,0.95,HBGAGL,high,0.97,Gaba;Gly,high,0.97,GABA,high,0.99
2-20-13,119,0.89,NLL_Gata3_Gly-Gaba,high,0.95,NLLGLYGA4,high,0.94,HBGAGL,high,0.94,Gaba;Gly,high,0.95,GABA,high,0.98
2-20-8,120,0.82,NLL_Gata3_Gly-Gaba,high,0.97,NLLGLYGA3,high,0.97,HBGAGL,high,0.99,Gaba;Gly,high,0.97,GABA,high,0.97
2-20-10,113,0.81,NLL_Gata3_Gly-Gaba,high,0.97,NLLGLYGA1,high,0.97,HBGAGL,high,0.97,Gaba;Gly,high,0.97,GABA,high,0.98
2-20-1,197,0.81,VCO-PSV-SOCl_Mafa_Meis2_Glut,high,0.97,HBPMGL2,high,0.97,HBGAGL,high,0.99,Glut,high,1,GLUT,high,1
2-20-16,85,0.83,NLL_Gata3_Gly-Gaba,medium,0.56,NLLGLYGA4,medium,0.56,HBGAGL,medium,0.56,Gaba;Gly,medium,0.58,GABA,high,0.89
2-20-6,158,0.84,MB-HB_Lhx1_Glut,medium,0.49,HBGL1,medium,0.49,HBGAGL,medium,0.5,Glut,medium,0.51,GLUT,medium,0.51
2-20-18,63,0.78,VCO-PSV-SOCl_Mafa_Meis2_Glut,high,0.98,VPSGL1,high,0.98,HBGAGL,high,0.98,Glut,high,1,GLUT,high,1
2-21-1,1317,0.79,SNc-VTA-RAmb_Foxa1_Dopa,high,0.99,SVRDOPA1,medium,0.41,MBDOP,high,0.99,Dopa,high,0.96,GABA,high,0.96
2-21-2,754,0.89,SNc-VTA-RAmb_Foxa1_Dopa,high,0.94,SVRDOPAGL1,low,0.28,MBDOP,high,0.94,Glut;Dopa,medium,0.54,GLUT,medium,0.58
2-22-2,470,0.98,SCH_Gaba,high,0.98,SCHGA1,high,0.98,HYGLGA,high,1,Gaba,high,0.99,GABA,high,0.99
2-22-5,190,0.99,SCH_Gaba,high,0.9,SCHGA1,high,0.9,HYGLGA,high,1,Gaba,high,0.99,GABA,high,0.99
2-22-4,260,0.97,SCH_Gaba,high,0.99,SCHGA1,high,0.99,HYGLGA,high,1,Gaba,high,1,GABA,high,1
2-22-3,276,0.98,SCH_Gaba,high,0.96,SCHGA1,high,0.96,HYGLGA,high,1,Gaba,high,1,GABA,high,1
2-22-1,596,0.99,SCH_Gaba,high,0.91,SCHGA1,high,0.91,HYGLGA,high,0.99,Gaba,high,0.99,GABA,high,0.99
2-23-1,1075,0.92,PSV_Glut,high,0.98,PSVGL1,medium,0.61,HBGAGL,high,0.98,Glut,high,0.99,GLUT,high,0.99
2-23-2,370,0.89,PSV_Glut,high,0.74,PSVGL3,medium,0.64,HBGAGL,high,0.74,Glut,high,0.98,GLUT,high,0.98
2-24-2,602,0.86,PAL-STR_Gaba-Chol,high,0.97,PALSTRCHOLGA2,high,0.97,MSGA,high,0.98,Gaba;Chol,high,0.97,GABA,high,1
2-24-1,662,0.92,PAL-STR_Gaba-Chol,high,0.97,PALSTRCHOLGA1,high,0.96,MSGA,high,0.98,Gaba;Chol,high,0.97,GABA,high,1
2-25-3,148,0.83,IPN_Otp_Crisp1_Gaba,high,1,IPNGA1,high,1,MBHBGLGA1,high,1,Gaba,high,1,GABA,high,1
2-25-2,174,0.87,CLI-IF-IPN-DTN-PCG_Otp_Pax3_Gaba,high,0.91,CIIDPGA1,high,0.91,MBHBGLGA1,high,0.97,Gaba,high,0.99,GABA,high,0.99
2-25-5,104,0.83,CLI-IF-IPN-DTN-PCG_Otp_Pax3_Gaba,high,0.99,CIIDPGA1,high,0.99,MBHBGLGA1,high,0.99,Gaba,high,1,GABA,high,1
2-25-8,62,0.91,IPN_Otp_Crisp1_Gaba,high,1,IPNGA1,high,1,MBHBGLGA1,high,1,Gaba,high,1,GABA,high,1
2-25-1,261,0.96,CLI-IF-IPN-DTN-PCG_Otp_Pax3_Gaba,high,0.99,CIIDPGA1,high,0.99,MBHBGLGA1,high,0.99,Gaba,high,1,GABA,high,1
2-25-7,93,0.88,IPN_Otp_Crisp1_Gaba,high,0.97,IPNGA1,high,0.97,MBHBGLGA1,high,0.98,Gaba,high,0.98,GABA,high,0.98
2-25-6,100,0.86,CLI-IF-IPN-DTN-PCG_Otp_Pax3_Gaba,high,0.99,CIIDPGA1,high,0.97,MBHBGLGA1,high,0.97,Gaba,high,1,GABA,high,1
2-25-9,50,0.96,CLI-IF-IPN-DTN-PCG_Otp_Pax3_Gaba,high,1,CIIDPGA1,high,0.98,MBHBGLGA1,high,0.98,Gaba,high,1,GABA,high,1
2-25-4,119,0.82,CLI-IF-IPN-DTN-PCG_Otp_Pax3_Gaba,high,1,CIIDPGA1,high,1,MBHBGLGA1,high,1,Gaba,high,1,GABA,high,1
2-26-3,204,0.86,HPF_CR_Glut,high,0.8,HPFCRGL1,high,0.79,STRGL,high,0.84,Glut,high,0.99,GLUT,high,0.99
2-26-4,138,0.85,MOB_Eomes_Ms4a15_Glut,high,0.71,MOBGL1,high,0.71,ITENTPIRGL2,high,0.73,Glut,high,0.77,GLUT,high,0.77
2-26-5,70,0.75,MOB_Eomes_Ms4a15_Glut,medium,0.4,MOBGL1,medium,0.4,ITENTPIRGL2,medium,0.49,Glut,high,0.89,GLUT,high,0.89
2-26-2,200,0.82,MOB_Eomes_Ms4a15_Glut,high,0.94,MOBGL1,high,0.94,ITENTPIRGL2,high,0.94,Glut,high,0.98,GLUT,high,0.98
2-26-1,425,0.96,BST-po_Glut,high,0.98,BSTGL1,high,0.98,STRGL,high,0.99,Glut,high,0.99,GLUT,high,0.99
2-27-2,254,0.99,PVH-PVHd-SO_Otp_Glut,high,0.96,PPSGL2,high,0.95,HYGLGA,high,0.96,Glut,high,0.98,GLUT,high,0.98
2-27-3,246,0.98,PVH-PVHd-SO_Otp_Glut,high,0.94,PPSGL1,high,0.9,HYGLGA,high,0.97,Glut,high,0.94,GLUT,high,0.94
2-27-4,216,0.99,PVH-PVHd-SO_Otp_Glut,high,0.99,PPSGL1,high,0.99,HYGLGA,high,0.99,Glut,high,0.99,GLUT,high,0.99
2-27-1,404,0.97,PVH-PVHd-SO_Otp_Glut,high,0.95,PPSGL1,high,0.95,HYGLGA,high,0.95,Glut,high,0.96,GLUT,high,0.96
2-28-2,173,0.9,IO_Glut,high,0.99,IOGL1,high,0.99,MYGL,high,0.99,Glut,high,1,GLUT,high,1
2-28-1,299,0.87,IO_Glut,high,0.98,IOGL1,high,0.98,MYGL,high,0.98,Glut,high,1,GLUT,high,1
